# r(kpc)                A2_0                    zh2                    phase2   A4_0                    zh4                    phase4   A6_0                     zh6                    phase6  
  11.57                 3.1065362721154274E-7   5.2565                 0.0      7.162952239063065E-14   5.2315000000000005     0.0      2.91214866110478E-20     5.2565                 0.0     
  11.58                 2.823944122533722E-7    5.261                  0.0      5.71644572340952E-14    5.236000000000001      0.0      2.0517205439437865E-20   5.261                  0.0     
  11.59                 2.561120822892295E-7    5.2655                 0.0      4.5370165292759833E-14  5.240500000000001      0.0      1.433214290127969E-20    5.2655                 0.0     
  11.6                  2.3171207941326557E-7   5.27                   0.0      3.5801968659354067E-14  5.245                  0.0      9.922224933944061E-21    5.27                   0.0     
  11.61                 2.0910214642788935E-7   5.2745                 0.0      2.8080755147769764E-14  5.2495                 0.0      6.804792097866269E-21    5.2745                 0.0     
  11.620000000000001    1.881923306161348E-7    5.279000000000001      0.0      2.1884627064103863E-14  5.254000000000001      0.0      4.620787326290972E-21    5.279000000000001      0.0     
  11.63                 1.6889498736531915E-7   5.2835                 0.0      1.6941436257632785E-14  5.258500000000001      0.0      3.1051521977300706E-21   5.2835                 0.0     
  11.64                 1.5112478363524126E-7   5.288                  0.0      1.302213148112108E-14   5.263000000000001      0.0      2.0637980142962545E-21   5.288                  0.0     
  11.65                 1.347987012638648E-7    5.2925                 0.0      9.934848446407226E-15   5.267500000000001      0.0      1.355811999342446E-21    5.2925                 0.0     
  11.66                 1.198360401026916E-7    5.297                  0.0      7.519677182170438E-15   5.272                  0.0      8.79805971452059E-22     5.297                  0.0     
  11.67                 1.0615842097353485E-7   5.3015                 0.0      5.644045385449129E-15   5.2765                 0.0      5.635214079061943E-22    5.3015                 0.0     
  11.68                 9.368978843761277E-8    5.306                  0.0      4.198660405907716E-15   5.281000000000001      0.0      3.5597662942427574E-22   5.306                  0.0     
  11.69                 8.235641336717914E-8    5.310499999999999      0.0      3.0939563114427668E-15  5.2855                 0.0      2.215839879596711E-22    5.310499999999999      0.0     
  11.700000000000001    7.208689530902922E-8    5.315                  0.0      2.2569961548691557E-15  5.290000000000001      0.0      1.3578187110345122E-22   5.315                  0.0     
  11.71                 6.281216462821525E-8    5.319500000000001      0.0      1.628783093726049E-15   5.294500000000001      0.0      8.182194171373315E-23    5.319500000000001      0.0     
  11.72                 5.446548441924228E-8    5.324                  0.0      1.1619374084006218E-15  5.299                  0.0      4.8429697558795823E-23   5.324                  0.0     
  11.73                 4.698245217077881E-8    5.3285                 0.0      8.186997176159238E-16   5.3035000000000005     0.0      2.8119098661460425E-23   5.3285                 0.0     
  11.74                 4.0301001168498075E-8   5.333                  0.0      5.692238048594605E-16   5.308000000000001      0.0      1.599220090174991E-23    5.333                  0.0     
  11.75                 3.436140161904808E-8    5.3375                 0.0      3.9012544467751477E-16  5.312500000000001      0.0      8.894624378625442E-24    5.3375                 0.0     
  11.76                 2.9106261476331532E-8   5.342                  0.0      2.6325645421509233E-16  5.317                  0.0      4.8291258323890916E-24   5.342                  0.0     
  11.77                 2.4480526949147193E-8   5.3465                 0.0      1.7467589338756603E-16  5.3215                 0.0      2.5541060667032125E-24   5.3465                 0.0     
  11.78                 2.043148266676608E-8    5.351                  0.0      1.1379289724338006E-16  5.3260000000000005     0.0      1.3128883169808009E-24   5.351                  0.0     
  11.790000000000001    1.690875147617081E-8    5.3555                 0.0      7.26580472032556E-17    5.330500000000001      0.0      6.541583145919478E-25    5.3555                 0.0     
  11.8                  1.386429384131988E-8    5.36                   0.0      4.5382474901948967E-17  5.335000000000001      0.0      3.149801682342721E-25    5.36                   0.0     
  11.81                 1.125240681080271E-8    5.3645000000000005     0.0      2.766604446465394E-17   5.339500000000001      0.0      1.4605097549291886E-25   5.3645000000000005     0.0     
  11.82                 9.029722515556517E-9    5.369                  0.0      1.6417977565473247E-17  5.344                  0.0      6.494935567547704E-26    5.369                  0.0     
  11.83                 7.155206152610229E-9    5.3735                 0.0      9.455172084003692E-18   5.3485000000000005     0.0      2.756884387605865E-26    5.3735                 0.0     
  11.84                 5.5901534039669084E-9   5.378                  0.0      5.265221355898665E-18   5.353000000000001      0.0      1.1106620291406852E-26   5.378                  0.0     
  11.85                 4.2981872313134705E-9   5.382499999999999      0.0      2.8227688807449482E-18  5.3575                 0.0      4.218283798093799E-27    5.382499999999999      0.0     
  11.86                 3.245253976854304E-9    5.387                  0.0      1.4493351150702082E-18  5.362                  0.0      1.4981113350931016E-27   5.387                  0.0     
  11.870000000000001    2.3996186875329783E-9   5.391500000000001      0.0      7.081310916347498E-19   5.366500000000001      0.0      4.925877847075379E-28    5.391500000000001      0.0     
  11.88                 1.7318595633517238E-9   5.396                  0.0      3.2663077667829626E-19  5.371                  0.0      1.4811250002339507E-28   5.396                  0.0     
  11.89                 1.2148614091381328E-9   5.4005                 0.0      1.4081328312269613E-19  5.375500000000001      0.0      4.0096223219700337E-29   5.4005                 0.0     
  11.9                  8.238079410251453E-10   5.405                  0.0      5.601056502722984E-20   5.380000000000001      0.0      9.578909527665895E-30    5.405                  0.0     
  11.91                 5.361727612059478E-10   5.4095                 0.0      2.0209596718626558E-20  5.384500000000001      0.0      1.966842351572891E-30    5.4095                 0.0     
  11.92                 3.317087626409574E-10   5.414                  0.0      6.464184258821167E-21   5.389                  0.0      3.34921571321138E-31     5.414                  0.0     
  11.93                 1.9243565187063868E-10  5.4185                 0.0      1.7747120260496032E-21  5.3935                 0.0      4.498589923525433E-32    5.4185                 0.0     
  11.94                 1.0262517013691949E-10  5.423                  0.0      3.989156136818216E-22   5.398000000000001      0.0      4.4289396311066896E-33   5.423                  0.0     
  11.950000000000001    4.878342743020658E-11   5.4275                 0.0      6.822783605808291E-23   5.402500000000001      0.0      2.8523607040482393E-34   5.4275                 0.0     
  11.96                 1.96294955615748E-11    5.432                  0.0      7.853729329068466E-24   5.407000000000001      0.0      9.931535375293635E-36    5.432                  0.0     
  11.97                 6.0689377490930034E-12  5.4365000000000006     0.0      4.834111153094667E-25   5.411500000000001      0.0      1.3078637188605997E-37   5.4365000000000006     0.0     
  11.98                 1.160046145401988E-12   5.441                  0.0      9.492656071161845E-27   5.416                  0.0      2.9206070078797755E-40   5.441                  0.0     
  11.99                 6.850928856505958E-14   5.4455                 0.0      1.1444019680488329E-29  5.4205000000000005     0.0      8.553194960690067E-45    5.4455                 0.0     
